date,flow_cfs
1999-08-06,54
1999-08-07,54
1999-08-08,53
1999-08-09,53
1999-08-10,22
1999-08-11,20
1999-08-12,18
1999-08-13,19
1999-08-14,23
1999-08-15,55
1999-08-16,72
1999-08-17,72
1999-08-18,65
1999-08-19,62
1999-08-20,62
1999-08-21,77
1999-08-22,78
1999-08-23,78
1999-08-24,78
1999-08-25,78
1999-08-26,87
1999-08-27,90
1999-08-28,97
1999-08-29,91
1999-08-30,83
1999-08-31,78
1999-09-01,75
1999-09-02,65
1999-09-03,52
1999-09-04,45
1999-09-05,75
1999-09-06,217
1999-09-07,355
1999-09-08,348
1999-09-09,302
1999-09-10,232
1999-09-11,205
1999-09-12,181
1999-09-13,166
1999-09-14,146
1999-09-15,139
1999-09-16,146
1999-09-17,178
1999-09-18,166
1999-09-19,151
1999-09-20,142
1999-09-21,147
1999-09-22,165
1999-09-23,164
1999-09-24,157
1999-09-25,149
1999-09-26,141
1999-09-27,135
1999-09-28,139
1999-09-29,138
1999-09-30,198
1999-10-01,203
1999-10-02,194
1999-10-03,185
1999-10-04,178
1999-10-05,177
1999-10-06,173
1999-10-07,167
1999-10-08,163
1999-10-09,158
1999-10-10,154
1999-10-11,157
1999-10-12,154
1999-10-13,150
1999-10-14,146
1999-10-15,142
1999-10-16,141
1999-10-17,137
1999-10-18,133
1999-10-19,130
1999-10-20,128
1999-10-21,128
1999-10-22,126
1999-10-23,126
1999-10-24,125
1999-10-25,122
1999-10-26,120
1999-10-27,115
1999-10-28,114
1999-10-29,108
1999-10-30,106
1999-10-31,105
1999-11-01,104
1999-11-02,104
1999-11-03,108
1999-11-04,127
1999-11-05,128
1999-11-06,128
1999-11-07,127
1999-11-08,125
1999-11-09,123
1999-11-10,121
1999-11-11,119
1999-11-12,116
1999-11-13,114
1999-11-14,109
1999-11-15,105
1999-11-16,104
1999-11-17,104
1999-11-18,103
1999-11-19,103
1999-11-20,103
1999-11-21,102
1999-11-22,102
1999-11-23,102
1999-11-24,101
1999-11-25,101
1999-11-26,101
1999-11-27,101
1999-11-28,102
1999-11-29,102
1999-11-30,102
1999-12-01,102
1999-12-02,102
1999-12-03,101
1999-12-04,102
1999-12-05,101
1999-12-06,100
1999-12-07,100
1999-12-08,99
1999-12-09,99
1999-12-10,99
1999-12-11,99
1999-12-12,100
1999-12-13,99
1999-12-14,99
1999-12-15,149
1999-12-16,170
1999-12-17,170
1999-12-18,167
1999-12-19,160
1999-12-20,141
1999-12-21,140
1999-12-22,140
1999-12-23,141
1999-12-24,140
1999-12-25,137
1999-12-26,135
1999-12-27,130
1999-12-28,125
1999-12-29,119
1999-12-30,117
1999-12-31,116
