0	0	1	0	0	0	0	0	0.97	0	0	0	-18.30616924
1	0	0	1	0	0	0	0	0.97	0	0	0	-5.214486045
2	0	0	0	1	0	0	0	0.97	1	1	1	-16.97879797
3	0	0	0	0	1	0	0	0.97	2	2	2	9.316176886
4	0	0	0	0	0	1	0	0.97	3	3	3	14.64167684
5	0	0	0	0	0	0	1	0.97	4	4	4	0.730486586
6	1	0	0	0	0	0	0	0.97	5	5	5	21.86744467
7	0	1	0	0	0	0	0	0.97	6	6	6	43.41544036
8	0	0	1	0	0	0	0	0.97	7	7	7	-25.35003904
9	0	0	0	1	0	0	0	0.97	8	8	8	-1.908872867
10	0	0	0	0	1	0	0	0.97	9	9	9	29.93305585
11	0	0	0	0	0	1	0	0.97	10	10	10	-27.40246429
12	0	0	0	0	0	0	1	0.97	11	11	11	3.714512281
13	1	0	0	0	0	0	0	0.97	12	12	12	-10.37923943
14	0	1	0	0	0	0	0	0.97	13	13	13	-19.65817696
15	0	0	1	0	0	0	0	0.97	14	14	14	7.721479187
16	0	0	0	1	0	0	0	0.97	15	15	15	20.78305043
17	0	0	0	0	1	0	0	0.97	16	16	16	-12.58252926
18	0	0	0	0	0	1	0	0.97	17	17	17	-3.698407847
19	0	0	0	0	0	0	1	0.97	18	18	18	-27.42174608
20	1	0	0	0	0	0	0	0.97	19	19	19	18.50037589
21	0	1	0	0	0	0	0	0.97	0	0	0	7.679798778
22	0	0	1	0	0	0	0	0.97	1	1	1	27.16869297
23	0	0	0	1	0	0	0	0.97	2	2	2	-7.320264898
24	0	0	0	0	1	0	0	0.97	3	3	3	-2.12402413
25	0	0	0	0	0	1	0	0.97	4	4	4	-9.043387029
26	0	0	0	0	0	0	1	0.97	5	5	5	-13.88895479
27	1	0	0	0	0	0	0	0.97	6	6	6	-8.11241068
28	0	1	0	0	0	0	0	0.97	7	7	7	8.564527078
29	0	0	1	0	0	0	0	0.97	0	0	0	30.9766653
30	0	0	0	1	0	0	0	0.97	1	1	1	10.34696855
31	0	0	0	0	1	0	0	-0.12	2	2	2	-55.43971764
32	0	0	0	0	0	1	0	-0.12	3	3	3	-2.86029107
33	0	0	0	0	0	0	1	-0.12	0	0	0	22.40031207
34	1	0	0	0	0	0	0	-0.12	0	0	0	-22.82925612
35	0	1	0	0	0	0	0	-0.12	1	1	1	-0.408887248
36	0	0	1	0	0	0	0	-0.12	2	2	2	-24.44326599
37	0	0	0	1	0	0	0	-0.12	3	3	3	-21.47417994
38	0	0	0	0	1	0	0	-0.12	4	4	4	-30.24592737
39	0	0	0	0	0	1	0	-0.12	5	5	5	17.90836284
40	0	0	0	0	0	0	1	-0.12	6	6	6	18.39302688
41	1	0	0	0	0	0	0	-0.12	7	7	7	-12.36471291
42	0	1	0	0	0	0	0	-0.12	8	8	8	30.40984768
43	0	0	1	0	0	0	0	-0.12	9	9	9	34.8837326
44	0	0	0	1	0	0	0	-0.12	10	10	10	17.44729959
45	0	0	0	0	1	0	0	-0.12	11	11	11	-33.02793838
46	0	0	0	0	0	1	0	-0.12	12	12	12	37.83160916
47	0	0	0	0	0	0	1	-0.12	13	13	13	-24.29318587
48	1	0	0	0	0	0	0	-0.12	0	0	0	-11.80335813
49	0	1	0	0	0	0	0	-0.12	1	1	1	-32.40593142
50	0	0	1	0	0	0	0	-0.12	2	2	2	-25.84929196
51	0	0	0	1	0	0	0	-0.12	3	3	3	19.32024224
52	0	0	0	0	1	0	0	-0.12	4	4	4	5.201459118
53	0	0	0	0	0	1	0	-0.12	5	5	5	-42.65801759
54	0	0	0	0	0	0	1	-0.12	6	6	6	2.326715608
55	1	0	0	0	0	0	0	-0.12	7	7	7	-6.011943638
56	0	1	0	0	0	0	0	-0.12	8	8	8	-11.17626728
57	0	0	1	0	0	0	0	-0.12	9	9	9	-6.639552114
58	0	0	0	1	0	0	0	-0.12	10	10	10	-25.96771312
59	0	0	0	0	1	0	0	-0.12	11	11	11	-3.57336773
60	0	0	0	0	0	1	0	-0.12	12	12	12	-7.98962105
61	0	0	0	0	0	0	1	-0.29	13	13	13	5.21476369
62	1	0	0	0	0	0	0	-0.29	0	0	0	-20.7717276
63	0	1	0	0	0	0	0	-0.29	1	1	1	19.86365147
64	0	0	1	0	0	0	0	-0.29	2	2	2	28.04430577
65	0	0	0	1	0	0	0	-0.29	3	3	3	-14.58301922
66	0	0	0	0	1	0	0	-0.29	4	4	4	46.39171739
67	0	0	0	0	0	1	0	-0.29	5	5	5	10.80336195
68	0	0	0	0	0	0	1	-0.29	6	6	6	-2.462503987
69	1	0	0	0	0	0	0	-0.29	7	7	7	32.57202272
70	0	1	0	0	0	0	0	-0.29	8	8	8	-2.820373463
71	0	0	1	0	0	0	0	-0.29	9	9	9	33.20792706
72	0	0	0	1	0	0	0	-0.29	10	10	10	13.59337798
73	0	0	0	0	1	0	0	-0.29	0	0	0	-11.88043277
74	0	0	0	0	0	1	0	-0.29	1	1	1	-19.59174916
75	0	0	0	0	0	0	1	-0.29	2	2	2	-9.74239971
76	1	0	0	0	0	0	0	-0.29	3	3	3	-21.19359925
77	0	1	0	0	0	0	0	-0.29	4	4	4	-13.94705586
78	0	0	1	0	0	0	0	-0.29	0	0	0	6.855061059
79	0	0	0	1	0	0	0	-0.29	1	1	1	-0.517285077
80	0	0	0	0	1	0	0	-0.29	2	2	2	30.90744452
81	0	0	0	0	0	1	0	-0.29	3	3	3	24.11502502
82	0	0	0	0	0	0	1	-0.29	4	4	4	-19.38445609
83	1	0	0	0	0	0	0	-0.29	0	0	0	-24.53321189
84	0	1	0	0	0	0	0	-0.29	1	1	1	-43.77719471
85	0	0	1	0	0	0	0	-0.29	2	2	2	10.49770409
86	0	0	0	1	0	0	0	-0.29	3	3	3	-1.093554987
87	0	0	0	0	1	0	0	-0.29	4	4	4	2.820286354
88	0	0	0	0	0	1	0	-0.29	5	5	5	-9.489929751
89	0	0	0	0	0	0	1	-0.29	6	6	6	-11.72503135
90	1	0	0	0	0	0	0	-0.29	7	7	7	-22.47082371
91	0	1	0	0	0	0	0	-0.29	8	8	8	-4.899653232
92	0	0	1	0	0	0	0	-0.43	9	9	9	12.78083795
93	0	0	0	1	0	0	0	-0.43	10	10	10	-5.785704988
94	0	0	0	0	1	0	0	-0.43	0	0	0	15.82959599
95	0	0	0	0	0	1	0	-0.43	1	1	1	43.84846741
96	0	0	0	0	0	0	1	-0.43	2	2	2	4.62771537
97	1	0	0	0	0	0	0	-0.43	3	3	3	25.92809165
98	0	1	0	0	0	0	0	-0.43	4	4	4	10.30299783
99	0	0	1	0	0	0	0	-0.43	5	5	5	35.54439631
100	0	0	0	1	0	0	0	-0.43	6	6	6	-9.063819339
101	0	0	0	0	1	0	0	-0.43	7	7	7	-44.32504744
102	0	0	0	0	0	1	0	-0.43	8	8	8	21.84255908
103	0	0	0	0	0	0	1	-0.43	9	9	9	14.44810298
104	1	0	0	0	0	0	0	-0.43	10	10	10	-23.88635839
105	0	1	0	0	0	0	0	-0.43	0	0	0	-8.304876587
106	0	0	1	0	0	0	0	-0.43	1	1	1	-12.34013898
107	0	0	0	1	0	0	0	-0.43	2	2	2	16.26171107
108	0	0	0	0	1	0	0	-0.43	3	3	3	22.43843836
109	0	0	0	0	0	1	0	-0.43	0	0	0	19.64394696
110	0	0	0	0	0	0	1	-0.43	1	1	1	-16.88158248
111	1	0	0	0	0	0	0	-0.43	2	2	2	-10.10600468
112	0	1	0	0	0	0	0	-0.43	3	3	3	-0.811223961
113	0	0	1	0	0	0	0	-0.43	0	0	0	43.05110977
114	0	0	0	1	0	0	0	-0.43	1	1	1	-18.30352315
115	0	0	0	0	1	0	0	-0.43	2	2	2	-44.30367605
116	0	0	0	0	0	1	0	-0.43	3	3	3	34.73676536
117	0	0	0	0	0	0	1	-0.43	4	4	4	17.21841825
118	1	0	0	0	0	0	0	-0.43	0	0	0	-11.5950884
119	0	1	0	0	0	0	0	-0.43	1	1	1	-11.49598814
120	0	0	1	0	0	0	0	-0.43	2	2	2	39.9109037
121	0	0	0	1	0	0	0	-0.43	0	0	0	11.53504529
122	0	0	0	0	1	0	0	-0.43	1	1	1	-18.2006813
123	0	0	0	0	0	1	0	-0.76	2	2	2	72.30001452
124	0	0	0	0	0	0	1	-0.76	3	3	3	6.925573617
125	1	0	0	0	0	0	0	-0.76	4	4	4	-9.379779482
126	0	1	0	0	0	0	0	-0.76	0	0	0	-46.78122127
127	0	0	1	0	0	0	0	-0.76	0	0	0	-52.49598413
128	0	0	0	1	0	0	0	-0.76	1	1	1	-24.95402757
129	0	0	0	0	1	0	0	-0.76	2	2	2	-13.16038154
130	0	0	0	0	0	1	0	-0.76	3	3	3	34.12699867
131	0	0	0	0	0	0	1	-0.76	4	4	4	4.968339704
132	1	0	0	0	0	0	0	-0.76	5	5	5	-6.847933119
133	0	1	0	0	0	0	0	-0.76	6	6	6	-32.08224162
134	0	0	1	0	0	0	0	-0.76	7	7	7	2.253028122
135	0	0	0	1	0	0	0	-0.76	0	0	0	-51.29037088
136	0	0	0	0	1	0	0	-0.76	1	1	1	-9.784508841
137	0	0	0	0	0	1	0	-0.76	2	2	2	1.76494882
138	0	0	0	0	0	0	1	-0.76	3	3	3	-25.23389282
139	1	0	0	0	0	0	0	-0.76	4	4	4	10.02885662
140	0	1	0	0	0	0	0	-0.76	5	5	5	-4.722269677
141	0	0	1	0	0	0	0	-0.76	6	6	6	-40.43002408
142	0	0	0	1	0	0	0	-0.76	7	7	7	4.944495861
143	0	0	0	0	1	0	0	-0.76	8	8	8	15.41713293
144	0	0	0	0	0	1	0	-0.76	9	9	9	-10.60672257
145	0	0	0	0	0	0	1	-0.76	10	10	10	-17.79221938
146	1	0	0	0	0	0	0	-0.76	11	11	11	-10.92884104
147	0	1	0	0	0	0	0	-0.76	12	12	12	16.89328334
148	0	0	1	0	0	0	0	-0.76	13	13	13	5.895388112
149	0	0	0	1	0	0	0	-0.76	14	14	14	0.874349635
150	0	0	0	0	1	0	0	-0.76	15	15	15	-10.75861144
151	0	0	0	0	0	1	0	-1.23	16	16	16	10.89288641
152	0	0	0	0	0	0	1	-1.23	17	17	17	-20.02500324
153	1	0	0	0	0	0	0	-1.23	18	18	18	-10.34922435
154	0	1	0	0	0	0	0	-1.23	19	19	19	-15.45260994
155	0	0	1	0	0	0	0	-1.23	20	20	20	2.36535586
156	0	0	0	1	0	0	0	-1.23	21	21	21	10.87827636
157	0	0	0	0	1	0	0	-1.23	0	0	0	29.9838339
158	0	0	0	0	0	1	0	-1.23	0	0	0	-4.058131754
159	0	0	0	0	0	0	1	-1.23	1	1	1	-22.05708913
160	1	0	0	0	0	0	0	-1.23	2	2	2	9.619474785
161	0	1	0	0	0	0	0	-1.23	0	0	0	33.96876682
162	0	0	1	0	0	0	0	-1.23	1	1	1	-6.526146919
163	0	0	0	1	0	0	0	-1.23	2	2	2	-19.8218025
164	0	0	0	0	1	0	0	-1.23	3	3	3	20.65777391
165	0	0	0	0	0	1	0	-1.23	4	4	4	35.37992631
166	0	0	0	0	0	0	1	-1.23	5	5	5	-10.24741033
167	1	0	0	0	0	0	0	-1.23	6	6	6	21.96076094
168	0	1	0	0	0	0	0	-1.23	7	7	7	-12.60364883
169	0	0	1	0	0	0	0	-1.23	8	8	8	-9.988228213
170	0	0	0	1	0	0	0	-1.23	9	9	9	19.96431837
171	0	0	0	0	1	0	0	-1.23	10	10	10	-17.30071833
172	0	0	0	0	0	1	0	-1.23	11	11	11	-2.971085422
173	0	0	0	0	0	0	1	-1.23	12	12	12	10.96193247
174	1	0	0	0	0	0	0	-1.23	13	13	13	-0.078128006
175	0	1	0	0	0	0	0	-1.23	0	0	0	-11.71334847
176	0	0	1	0	0	0	0	-1.23	0	0	0	-24.26105992
