0	1.68	0.60	0.00	0.00	0.00	0.00	0.00	1.68	0.60	0.00	0.00	0.00	0.00	0.00	1.68	0.60	0.00	0.00	0.00	0.00	0.00	76	61	61	61	61	61	61
1	0.02	1.68	0.60	0.00	0.00	0.00	0.00	0.02	1.68	0.60	0.00	0.00	0.00	0.00	0.02	1.68	0.60	0.00	0.00	0.00	0.00	65	76	61	61	61	61	61
2	0.05	0.02	1.68	0.60	0.00	0.00	0.00	0.05	0.02	1.68	0.60	0.00	0.00	0.00	0.05	0.02	1.68	0.60	0.00	0.00	0.00	63	65	76	61	61	61	61
3	0.00	0.05	0.02	1.68	0.60	0.00	0.00	0.00	0.05	0.02	1.68	0.60	0.00	0.00	0.00	0.05	0.02	1.68	0.60	0.00	0.00	61	63	65	76	61	61	61
4	0.00	0.00	0.05	0.02	1.68	0.60	0.00	0.00	0.00	0.05	0.02	1.68	0.60	0.00	0.00	0.00	0.05	0.02	1.68	0.60	0.00	74	61	63	65	76	61	61
5	0.00	0.00	0.00	0.05	0.02	1.68	0.60	0.00	0.00	0.00	0.05	0.02	1.68	0.60	0.00	0.00	0.00	0.05	0.02	1.68	0.60	78	74	61	63	65	76	61
6	0.00	0.00	0.00	0.00	0.05	0.02	1.68	0.00	0.00	0.00	0.00	0.05	0.02	1.68	0.00	0.00	0.00	0.00	0.05	0.02	1.68	74	78	74	61	63	65	76
7	0.00	0.00	0.00	0.00	0.00	0.05	0.02	0.00	0.00	0.00	0.00	0.00	0.05	0.02	0.00	0.00	0.00	0.00	0.00	0.05	0.02	63	74	78	74	61	63	65
8	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.05	57	63	74	78	74	61	63
9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	64	57	63	74	78	74	61
10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	69	64	57	63	74	78	74
11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	77	69	64	57	63	74	78
12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	71	77	69	64	57	63	74
13	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	61	71	77	69	64	57	63
14	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	70	61	71	77	69	64	57
15	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	69	70	61	71	77	69	64
16	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	61	69	70	61	71	77	69
17	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	72	61	69	70	61	71	77
18	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	78	72	61	69	70	61	71
19	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	75	78	72	61	69	70	61
20	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	70	75	78	72	61	69	70
21	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	68	70	75	78	72	61	69
22	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	63	68	70	75	78	72	61
23	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	55	63	68	70	75	78	72
24	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	71	55	63	68	70	75	78
25	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	76	71	55	63	68	70	75
26	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	1.65	68	76	71	55	63	68	70
27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54	68	76	71	55	63	68
28	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	50	54	68	76	71	55	63
29	0.12	0.21	0.00	0.00	0.00	0.00	0.00	0.12	0.21	0.00	0.00	0.00	0.00	0.00	0.12	0.21	0.00	0.00	0.00	0.00	0.00	68	50	54	68	76	71	55
30	0.00	0.12	0.21	0.00	0.00	0.00	0.00	0.00	0.12	0.21	0.00	0.00	0.00	0.00	0.00	0.12	0.21	0.00	0.00	0.00	0.00	77	68	50	54	68	76	71
31	0.00	0.00	0.12	0.21	0.00	0.00	0.00	0.00	0.00	0.12	0.21	0.00	0.00	0.00	0.00	0.00	0.12	0.21	0.00	0.00	0.00	83	77	68	50	54	68	76
32	0.22	0.00	0.00	0.12	0.21	0.00	0.00	0.22	0.00	0.00	0.12	0.21	0.00	0.00	0.22	0.00	0.00	0.12	0.21	0.00	0.00	77	83	77	68	50	54	68
33	0.31	0.22	0.00	0.00	0.12	0.21	0.00	0.31	0.22	0.00	0.00	0.12	0.21	0.00	0.31	0.22	0.00	0.00	0.12	0.21	0.00	68	77	83	77	68	50	54
34	0.00	0.31	0.22	0.00	0.00	0.12	0.21	0.00	0.31	0.22	0.00	0.00	0.12	0.21	0.00	0.31	0.22	0.00	0.00	0.12	0.21	54	68	77	83	77	68	50
35	0.00	0.00	0.31	0.22	0.00	0.00	0.12	0.00	0.00	0.31	0.22	0.00	0.00	0.12	0.00	0.00	0.31	0.22	0.00	0.00	0.12	61	54	68	77	83	77	68
36	0.00	0.00	0.00	0.31	0.22	0.00	0.00	0.00	0.00	0.00	0.31	0.22	0.00	0.00	0.00	0.00	0.00	0.31	0.22	0.00	0.00	63	61	54	68	77	83	77
37	0.03	0.00	0.00	0.00	0.31	0.22	0.00	0.03	0.00	0.00	0.00	0.31	0.22	0.00	0.03	0.00	0.00	0.00	0.31	0.22	0.00	57	63	61	54	68	77	83
38	0.00	0.03	0.00	0.00	0.00	0.31	0.22	0.00	0.03	0.00	0.00	0.00	0.31	0.22	0.00	0.03	0.00	0.00	0.00	0.31	0.22	55	57	63	61	54	68	77
39	0.00	0.00	0.03	0.00	0.00	0.00	0.31	0.00	0.00	0.03	0.00	0.00	0.00	0.31	0.00	0.00	0.03	0.00	0.00	0.00	0.31	57	55	57	63	61	54	68
40	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	67	57	55	57	63	61	54
41	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	61	67	57	55	57	63	61
42	0.02	0.00	0.00	0.00	0.00	0.03	0.00	0.02	0.00	0.00	0.00	0.00	0.03	0.00	0.02	0.00	0.00	0.00	0.00	0.03	0.00	59	61	67	57	55	57	63
43	0.05	0.02	0.00	0.00	0.00	0.00	0.03	0.05	0.02	0.00	0.00	0.00	0.00	0.03	0.05	0.02	0.00	0.00	0.00	0.00	0.03	68	59	61	67	57	55	57
44	0.11	0.05	0.02	0.00	0.00	0.00	0.00	0.11	0.05	0.02	0.00	0.00	0.00	0.00	0.11	0.05	0.02	0.00	0.00	0.00	0.00	68	68	59	61	67	57	55
45	0.00	0.11	0.05	0.02	0.00	0.00	0.00	0.00	0.11	0.05	0.02	0.00	0.00	0.00	0.00	0.11	0.05	0.02	0.00	0.00	0.00	60	68	68	59	61	67	57
46	0.09	0.00	0.11	0.05	0.02	0.00	0.00	0.09	0.00	0.11	0.05	0.02	0.00	0.00	0.09	0.00	0.11	0.05	0.02	0.00	0.00	56	60	68	68	59	61	67
47	0.90	0.09	0.00	0.11	0.05	0.02	0.00	0.90	0.09	0.00	0.11	0.05	0.02	0.00	0.90	0.09	0.00	0.11	0.05	0.02	0.00	62	56	60	68	68	59	61
48	0.00	0.90	0.09	0.00	0.11	0.05	0.02	0.00	0.90	0.09	0.00	0.11	0.05	0.02	0.00	0.90	0.09	0.00	0.11	0.05	0.02	57	62	56	60	68	68	59
49	0.00	0.00	0.90	0.09	0.00	0.11	0.05	0.00	0.00	0.90	0.09	0.00	0.11	0.05	0.00	0.00	0.90	0.09	0.00	0.11	0.05	54	57	62	56	60	68	68
50	0.00	0.00	0.00	0.90	0.09	0.00	0.11	0.00	0.00	0.00	0.90	0.09	0.00	0.11	0.00	0.00	0.00	0.90	0.09	0.00	0.11	49	54	57	62	56	60	68
51	0.00	0.00	0.00	0.00	0.90	0.09	0.00	0.00	0.00	0.00	0.00	0.90	0.09	0.00	0.00	0.00	0.00	0.00	0.90	0.09	0.00	39	49	54	57	62	56	60
52	0.08	0.00	0.00	0.00	0.00	0.90	0.09	0.08	0.00	0.00	0.00	0.00	0.90	0.09	0.08	0.00	0.00	0.00	0.00	0.90	0.09	33	39	49	54	57	62	56
53	0.04	0.08	0.00	0.00	0.00	0.00	0.90	0.04	0.08	0.00	0.00	0.00	0.00	0.90	0.04	0.08	0.00	0.00	0.00	0.00	0.90	41	33	39	49	54	57	62
54	0.00	0.04	0.08	0.00	0.00	0.00	0.00	0.00	0.04	0.08	0.00	0.00	0.00	0.00	0.00	0.04	0.08	0.00	0.00	0.00	0.00	47	41	33	39	49	54	57
55	0.00	0.00	0.04	0.08	0.00	0.00	0.00	0.00	0.00	0.04	0.08	0.00	0.00	0.00	0.00	0.00	0.04	0.08	0.00	0.00	0.00	53	47	41	33	39	49	54
56	0.00	0.00	0.00	0.04	0.08	0.00	0.00	0.00	0.00	0.00	0.04	0.08	0.00	0.00	0.00	0.00	0.00	0.04	0.08	0.00	0.00	62	53	47	41	33	39	49
57	0.08	0.00	0.00	0.00	0.04	0.08	0.00	0.08	0.00	0.00	0.00	0.04	0.08	0.00	0.08	0.00	0.00	0.00	0.04	0.08	0.00	55	62	53	47	41	33	39
58	0.00	0.08	0.00	0.00	0.00	0.04	0.08	0.00	0.08	0.00	0.00	0.00	0.04	0.08	0.00	0.08	0.00	0.00	0.00	0.04	0.08	39	55	62	53	47	41	33
59	0.00	0.00	0.08	0.00	0.00	0.00	0.04	0.00	0.00	0.08	0.00	0.00	0.00	0.04	0.00	0.00	0.08	0.00	0.00	0.00	0.04	30	39	55	62	53	47	41
60	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	33	30	39	55	62	53	47
61	0.75	0.00	0.00	0.00	0.08	0.00	0.00	0.75	0.00	0.00	0.00	0.08	0.00	0.00	0.75	0.00	0.00	0.00	0.08	0.00	0.00	33	33	30	39	55	62	53
62	0.13	0.75	0.00	0.00	0.00	0.08	0.00	0.13	0.75	0.00	0.00	0.00	0.08	0.00	0.13	0.75	0.00	0.00	0.00	0.08	0.00	34	33	33	30	39	55	62
63	0.00	0.13	0.75	0.00	0.00	0.00	0.08	0.00	0.13	0.75	0.00	0.00	0.00	0.08	0.00	0.13	0.75	0.00	0.00	0.00	0.08	34	34	33	33	30	39	55
64	0.00	0.00	0.13	0.75	0.00	0.00	0.00	0.00	0.00	0.13	0.75	0.00	0.00	0.00	0.00	0.00	0.13	0.75	0.00	0.00	0.00	47	34	34	33	33	30	39
65	0.00	0.00	0.00	0.13	0.75	0.00	0.00	0.00	0.00	0.00	0.13	0.75	0.00	0.00	0.00	0.00	0.00	0.13	0.75	0.00	0.00	63	47	34	34	33	33	30
66	0.00	0.00	0.00	0.00	0.13	0.75	0.00	0.00	0.00	0.00	0.00	0.13	0.75	0.00	0.00	0.00	0.00	0.00	0.13	0.75	0.00	65	63	47	34	34	33	33
67	0.00	0.00	0.00	0.00	0.00	0.13	0.75	0.00	0.00	0.00	0.00	0.00	0.13	0.75	0.00	0.00	0.00	0.00	0.00	0.13	0.75	58	65	63	47	34	34	33
68	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.13	52	58	65	63	47	34	34
69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54	52	58	65	63	47	34
70	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	44	54	52	58	65	63	47
71	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	34	44	54	52	58	65	63
72	0.21	0.00	0.02	0.00	0.00	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.00	0.00	43	34	44	54	52	58	65
73	0.00	0.21	0.00	0.02	0.00	0.00	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.00	66	43	34	44	54	52	58
74	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.00	0.00	0.21	0.00	0.02	0.00	0.00	72	66	43	34	44	54	52
75	0.00	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.00	0.00	0.21	0.00	0.02	0.00	63	72	66	43	34	44	54
76	0.00	0.00	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.00	0.00	0.21	0.00	0.02	54	63	72	66	43	34	44
77	0.75	0.00	0.00	0.00	0.00	0.21	0.00	0.75	0.00	0.00	0.00	0.00	0.21	0.00	0.75	0.00	0.00	0.00	0.00	0.21	0.00	53	54	63	72	66	43	34
78	0.09	0.75	0.00	0.00	0.00	0.00	0.21	0.09	0.75	0.00	0.00	0.00	0.00	0.21	0.09	0.75	0.00	0.00	0.00	0.00	0.21	70	53	54	63	72	66	43
79	0.00	0.09	0.75	0.00	0.00	0.00	0.00	0.00	0.09	0.75	0.00	0.00	0.00	0.00	0.00	0.09	0.75	0.00	0.00	0.00	0.00	64	70	53	54	63	72	66
80	0.00	0.00	0.09	0.75	0.00	0.00	0.00	0.00	0.00	0.09	0.75	0.00	0.00	0.00	0.00	0.00	0.09	0.75	0.00	0.00	0.00	33	64	70	53	54	63	72
81	0.00	0.00	0.00	0.09	0.75	0.00	0.00	0.00	0.00	0.00	0.09	0.75	0.00	0.00	0.00	0.00	0.00	0.09	0.75	0.00	0.00	35	33	64	70	53	54	63
82	0.60	0.00	0.00	0.00	0.09	0.75	0.00	0.60	0.00	0.00	0.00	0.09	0.75	0.00	0.60	0.00	0.00	0.00	0.09	0.75	0.00	33	35	33	64	70	53	54
83	0.00	0.60	0.00	0.00	0.00	0.09	0.75	0.00	0.60	0.00	0.00	0.00	0.09	0.75	0.00	0.60	0.00	0.00	0.00	0.09	0.75	32	33	35	33	64	70	53
84	0.00	0.00	0.60	0.00	0.00	0.00	0.09	0.00	0.00	0.60	0.00	0.00	0.00	0.09	0.00	0.00	0.60	0.00	0.00	0.00	0.09	33	32	33	35	33	64	70
85	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	0.00	42	33	32	33	35	33	64
86	0.00	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	49	42	33	32	33	35	33
87	0.05	0.00	0.00	0.00	0.00	0.60	0.00	0.05	0.00	0.00	0.00	0.00	0.60	0.00	0.05	0.00	0.00	0.00	0.00	0.60	0.00	45	49	42	33	32	33	35
88	0.10	0.05	0.00	0.00	0.00	0.00	0.60	0.10	0.05	0.00	0.00	0.00	0.00	0.60	0.10	0.05	0.00	0.00	0.00	0.00	0.60	43	45	49	42	33	32	33
89	0.00	0.10	0.05	0.00	0.00	0.00	0.00	0.00	0.10	0.05	0.00	0.00	0.00	0.00	0.00	0.10	0.05	0.00	0.00	0.00	0.00	51	43	45	49	42	33	32
90	0.00	0.00	0.10	0.05	0.00	0.00	0.00	0.00	0.00	0.10	0.05	0.00	0.00	0.00	0.00	0.00	0.10	0.05	0.00	0.00	0.00	57	51	43	45	49	42	33
91	0.00	0.00	0.00	0.10	0.05	0.00	0.00	0.00	0.00	0.00	0.10	0.05	0.00	0.00	0.00	0.00	0.00	0.10	0.05	0.00	0.00	61	57	51	43	45	49	42
92	0.00	0.00	0.00	0.00	0.10	0.05	0.00	0.00	0.00	0.00	0.00	0.10	0.05	0.00	0.00	0.00	0.00	0.00	0.10	0.05	0.00	62	61	57	51	43	45	49
93	0.24	0.00	0.00	0.00	0.00	0.10	0.05	0.24	0.00	0.00	0.00	0.00	0.10	0.05	0.24	0.00	0.00	0.00	0.00	0.10	0.05	62	62	61	57	51	43	45
94	0.00	0.24	0.00	0.00	0.00	0.00	0.10	0.00	0.24	0.00	0.00	0.00	0.00	0.10	0.00	0.24	0.00	0.00	0.00	0.00	0.10	45	62	62	61	57	51	43
