sim_day,date,year,month,day,jrr,savage,lsen,occ,pat,por_nat,below_por,lfalls_nat,
,,,,,,,,,,,,,9659.924
,,,,,,,,,,,,,9046.792
,,,,,,,,,,,,,7236.32
,,,,,,,,,,,,,6134.405
,,,,,,,,,,,,,5165.134
,,,,,,,,,,,,,4092.5
,,,,,,,,,,,,,3572.727
,,,,,,,,,,,,,3508.377
,,,,,,,,,,,,,3841.922
,,,,,,,,,,,,,4796.29
,,,,,,,,,,,,,6834.126
,,,,,,,,,,,,,11266.26
,,,,,,,,,,,,,12182.81
,,,,,,,,,,,,,12585.33
,,,,,,,,,,,,,9767.597
,,,,,,,,,,,,,7390.963
,,,,,,,,,,,,,6333.338
,,,,,,,,,,,,,13902.29
,,,,,,,,,,,,,30193.67
,,,,,,,,,,,,,26490.08
,,,,,,,,,,,,,26453.91
,,,,,,,,,,,,,18588.05
,,,,,,,,,,,,,13363.86
,,,,,,,,,,,,,13362.05
,,,,,,,,,,,,,14577.38
,,,,,,,,,,,,,15063.76
,,,,,,,,,,,,,13156.45
,,,,,,,,,,,,,9511.857
,,,,,,,,,,,,,7560.857
,,,,,,,,,,,,,7033.983
,,,,,,,,,,,,,6726.13
,,,,,,,,,,,,,5443.786
,,,,,,,,,,,,,4443.281
,,,,,,,,,,,,,3910.565
,,,,,,,,,,,,,3751.994
,,,,,,,,,,,,,3682.675
,,,,,,,,,,,,,3548.117
,,,,,,,,,,,,,3493.169
,,,,,,,,,,,,,3548.078
,,,,,,,,,,,,,3596.221
,,,,,,,,,,,,,3372.091
,,,,,,,,,,,,,4817.987
,,,,,,,,,,,,,5097.26
,,,,,,,,,,,,,4677.736
,,,,,,,,,,,,,3815.82
,,,,,,,,,,,,,3560.532
,,,,,,,,,,,,,3253.786
,,,,,,,,,,,,,4268.433
,,,,,,,,,,,,,6729.203
,,,,,,,,,,,,,6364.872
,,,,,,,,,,,,,9710.905
,,,,,,,,,,,,,14635.73
,,,,,,,,,,,,,12403.57
,,,,,,,,,,,,,10136.42
,,,,,,,,,,,,,9711.19
,,,,,,,,,,,,,8367.955
,,,,,,,,,,,,,3706.481
,,,,,,,,,,,,,2422.887
,,,,,,,,,,,,,2408
,,,,,,,,,,,,,4358.078
,,,,,,,,,,,,,5560.675
,,,,,,,,,,,,,7915.879
,,,,,,,,,,,,,18938.47
,,,,,,,,,,,,,19520.47
,,,,,,,,,,,,,18942.94
,,,,,,,,,,,,,10977.79
,,,,,,,,,,,,,8321.364
,,,,,,,,,,,,,6640.182
,,,,,,,,,,,,,4215.671
,,,,,,,,,,,,,3507.468
,,,,,,,,,,,,,3217.175
,,,,,,,,,,,,,3743.028
,,,,,,,,,,,,,8588.214
,,,,,,,,,,,,,22223.5
,,,,,,,,,,,,,24625.74
,,,,,,,,,,,,,23648.45
,,,,,,,,,,,,,22223.5
,,,,,,,,,,,,,19450.84
,,,,,,,,,,,,,12052.28
,,,,,,,,,,,,,9579.333
,,,,,,,,,,,,,7502.286
,,,,,,,,,,,,,6632.364
,,,,,,,,,,,,,5625.113
,,,,,,,,,,,,,5901.636
,,,,,,,,,,,,,5779.818
,,,,,,,,,,,,,5291.156
,,,,,,,,,,,,,5024.656
,,,,,,,,,,,,,4634.848
,,,,,,,,,,,,,4368.472
,,,,,,,,,,,,,4134.688
,,,,,,,,,,,,,4115.9
,,,,,,,,,,,,,4061.403
,,,,,,,,,,,,,3903.156
,,,,,,,,,,,,,3334.121
,,,,,,,,,,,,,4031.446
,,,,,,,,,,,,,4540.143
,,,,,,,,,,,,,5194.268
,,,,,,,,,,,,,26387.42
,,,,,,,,,,,,,55856.69
,,,,,,,,,,,,,63580.87
,,,,,,,,,,,,,63172.48
,,,,,,,,,,,,,27877.05
,,,,,,,,,,,,,14008.28
,,,,,,,,,,,,,8855.701
,,,,,,,,,,,,,8260.996
,,,,,,,,,,,,,6912.662
,,,,,,,,,,,,,6325.621
,,,,,,,,,,,,,6552.071
,,,,,,,,,,,,,8546.84
,,,,,,,,,,,,,10064.89
,,,,,,,,,,,,,9513.212
,,,,,,,,,,,,,8547.186
,,,,,,,,,,,,,7939.327
,,,,,,,,,,,,,7252.924
,,,,,,,,,,,,,6362.987
,,,,,,,,,,,,,5373.182
,,,,,,,,,,,,,4414.223
,,,,,,,,,,,,,3829.974
,,,,,,,,,,,,,4253.286
,,,,,,,,,,,,,4500.429
,,,,,,,,,,,,,5021.558
,,,,,,,,,,,,,4935.63
,,,,,,,,,,,,,4853.543
,,,,,,,,,,,,,4745.543
,,,,,,,,,,,,,4420.628
,,,,,,,,,,,,,4087.442
,,,,,,,,,,,,,3778.662
,,,,,,,,,,,,,3257.701
,,,,,,,,,,,,,3131.173
,,,,,,,,,,,,,3086.649
,,,,,,,,,,,,,3354.372
,,,,,,,,,,,,,3335.818
,,,,,,,,,,,,,3292.219
,,,,,,,,,,,,,3164.474
,,,,,,,,,,,,,3072.106
,,,,,,,,,,,,,3125.212
,,,,,,,,,,,,,3109.649
,,,,,,,,,,,,,2946.996
,,,,,,,,,,,,,2797.19
,,,,,,,,,,,,,3677.132
,,,,,,,,,,,,,7183.825
,,,,,,,,,,,,,7793.459
,,,,,,,,,,,,,6602.662
,,,,,,,,,,,,,4983.753
,,,,,,,,,,,,,4081.481
,,,,,,,,,,,,,3653.429
,,,,,,,,,,,,,3502.167
,,,,,,,,,,,,,3378.935
,,,,,,,,,,,,,3194.558
,,,,,,,,,,,,,3079.342
,,,,,,,,,,,,,2972.035
,,,,,,,,,,,,,2796.628
,,,,,,,,,,,,,2741.266
,,,,,,,,,,,,,2646.887
,,,,,,,,,,,,,2578.632
,,,,,,,,,,,,,2489.489
,,,,,,,,,,,,,2418.558
,,,,,,,,,,,,,2290.63
,,,,,,,,,,,,,2215.714
,,,,,,,,,,,,,3612
,,,,,,,,,,,,,4407.974
,,,,,,,,,,,,,5479.411
,,,,,,,,,,,,,7012.84
,,,,,,,,,,,,,9183.751
,,,,,,,,,,,,,9939.182
,,,,,,,,,,,,,9153.19
,,,,,,,,,,,,,7336.79
,,,,,,,,,,,,,6240.903
,,,,,,,,,,,,,5439.058
,,,,,,,,,,,,,4205.13
,,,,,,,,,,,,,3616.965
,,,,,,,,,,,,,3447.978
,,,,,,,,,,,,,3440.597
,,,,,,,,,,,,,3374
,,,,,,,,,,,,,3351.121
,,,,,,,,,,,,,3351.152
,,,,,,,,,,,,,3347.136
,,,,,,,,,,,,,3363.991
,,,,,,,,,,,,,3749.883
,,,,,,,,,,,,,5155.506
,,,,,,,,,,,,,6166.455
,,,,,,,,,,,,,7609.022
,,,,,,,,,,,,,8892.619
,,,,,,,,,,,,,16535.51
,,,,,,,,,,,,,25002.3
,,,,,,,,,,,,,33682.32
,,,,,,,,,,,,,29429.32
,,,,,,,,,,,,,24806.38
,,,,,,,,,,,,,24320.83
,,,,,,,,,,,,,21765.58
,,,,,,,,,,,,,18830.97
,,,,,,,,,,,,,14662.19
,,,,,,,,,,,,,12496.77
,,,,,,,,,,,,,10763.57
,,,,,,,,,,,,,13365.3
,,,,,,,,,,,,,24703.84
,,,,,,,,,,,,,26752.44
,,,,,,,,,,,,,25906.86
,,,,,,,,,,,,,22404.75
,,,,,,,,,,,,,19389.91
,,,,,,,,,,,,,18437.48
,,,,,,,,,,,,,18323.54
,,,,,,,,,,,,,15842.42
,,,,,,,,,,,,,14199.07
,,,,,,,,,,,,,13550.71
,,,,,,,,,,,,,12381.89
,,,,,,,,,,,,,12199.21
,,,,,,,,,,,,,11707.73
,,,,,,,,,,,,,11266.07
,,,,,,,,,,,,,10876.62
,,,,,,,,,,,,,10716.21
,,,,,,,,,,,,,10459.46
,,,,,,,,,,,,,10038.79
,,,,,,,,,,,,,9537.086
,,,,,,,,,,,,,8671.525
,,,,,,,,,,,,,8507.643
,,,,,,,,,,,,,8127.23
,,,,,,,,,,,,,7882.836
,,,,,,,,,,,,,7665.313
,,,,,,,,,,,,,7278.115
,,,,,,,,,,,,,6906.707
,,,,,,,,,,,,,6632.282
,,,,,,,,,,,,,6689.776
,,,,,,,,,,,,,7096.21
,,,,,,,,,,,,,7096.215
,,,,,,,,,,,,,6946.775
,,,,,,,,,,,,,6640.641
,,,,,,,,,,,,,6365.703
,,,,,,,,,,,,,6573
,,,,,,,,,,,,,7281.011
,,,,,,,,,,,,,7188.886
,,,,,,,,,,,,,6979.715
,,,,,,,,,,,,,6425.872
,,,,,,,,,,,,,6101.785
,,,,,,,,,,,,,5926.303
,,,,,,,,,,,,,5740.818
,,,,,,,,,,,,,5365.156
,,,,,,,,,,,,,7953.119
,,,,,,,,,,,,,9200.623
,,,,,,,,,,,,,10723.4
,,,,,,,,,,,,,11943.01
,,,,,,,,,,,,,12069.84
,,,,,,,,,,,,,12120.3
,,,,,,,,,,,,,11499.31
,,,,,,,,,,,,,10781.98
,,,,,,,,,,,,,9218.117
,,,,,,,,,,,,,8469.78
,,,,,,,,,,,,,8525.701
,,,,,,,,,,,,,9409.02
,,,,,,,,,,,,,10038.12
,,,,,,,,,,,,,11753.61
,,,,,,,,,,,,,12487.01
,,,,,,,,,,,,,11947.08
,,,,,,,,,,,,,10571.28
,,,,,,,,,,,,,9615
,,,,,,,,,,,,,8374.94
,,,,,,,,,,,,,7209.974
,,,,,,,,,,,,,6770.604
,,,,,,,,,,,,,7701
,,,,,,,,,,,,,7999.675
,,,,,,,,,,,,,8033.455
,,,,,,,,,,,,,8099.182
,,,,,,,,,,,,,7701
,,,,,,,,,,,,,7538.571
,,,,,,,,,,,,,7086.052
,,,,,,,,,,,,,7087.528
,,,,,,,,,,,,,7586.463
,,,,,,,,,,,,,7483.89
,,,,,,,,,,,,,6770.721
,,,,,,,,,,,,,6392.803
,,,,,,,,,,,,,6109.991
,,,,,,,,,,,,,5676.485
,,,,,,,,,,,,,5594.526
,,,,,,,,,,,,,5453.606
,,,,,,,,,,,,,6132.693
,,,,,,,,,,,,,7019.258
,,,,,,,,,,,,,13090.94
,,,,,,,,,,,,,18183.01
,,,,,,,,,,,,,23870.48
,,,,,,,,,,,,,22413.56
,,,,,,,,,,,,,18957
,,,,,,,,,,,,,15807.53
,,,,,,,,,,,,,12679.03
,,,,,,,,,,,,,10645.93
,,,,,,,,,,,,,8311.167
,,,,,,,,,,,,,8527.606
,,,,,,,,,,,,,10717.93
,,,,,,,,,,,,,12784.48
,,,,,,,,,,,,,11420.92
,,,,,,,,,,,,,10627.23
,,,,,,,,,,,,,10143.12
,,,,,,,,,,,,,12132.9
,,,,,,,,,,,,,16836.88
,,,,,,,,,,,,,23405.79
,,,,,,,,,,,,,21480.95
,,,,,,,,,,,,,16482.95
,,,,,,,,,,,,,12742.16
,,,,,,,,,,,,,10637.13
,,,,,,,,,,,,,8525.675
,,,,,,,,,,,,,7543.712
,,,,,,,,,,,,,7025.52
,,,,,,,,,,,,,7151.485
,,,,,,,,,,,,,7102.411
,,,,,,,,,,,,,7049.364
,,,,,,,,,,,,,6776.201
,,,,,,,,,,,,,6214.37
,,,,,,,,,,,,,5580.632
,,,,,,,,,,,,,5092.355
,,,,,,,,,,,,,5026.597
,,,,,,,,,,,,,5028.879
,,,,,,,,,,,,,4960.019
,,,,,,,,,,,,,4793.078
,,,,,,,,,,,,,4676.396
,,,,,,,,,,,,,4581.571
,,,,,,,,,,,,,4520.929
,,,,,,,,,,,,,4935.498
,,,,,,,,,,,,,4930.851
,,,,,,,,,,,,,4791.844
,,,,,,,,,,,,,4675.595
,,,,,,,,,,,,,4502.396
,,,,,,,,,,,,,4212.818
,,,,,,,,,,,,,4055.476
,,,,,,,,,,,,,3943.494
,,,,,,,,,,,,,3819.799
,,,,,,,,,,,,,3721.775
,,,,,,,,,,,,,3643.013
,,,,,,,,,,,,,3524.654
,,,,,,,,,,,,,3473.961
,,,,,,,,,,,,,3461.264
,,,,,,,,,,,,,3396.939
,,,,,,,,,,,,,4258.792
,,,,,,,,,,,,,3819.747
,,,,,,,,,,,,,3819.74
,,,,,,,,,,,,,3728.214
,,,,,,,,,,,,,3728.19
,,,,,,,,,,,,,3707.773
,,,,,,,,,,,,,3704.68
,,,,,,,,,,,,,3578.545
,,,,,,,,,,,,,3361.996
,,,,,,,,,,,,,3071.134
,,,,,,,,,,,,,2891.494
,,,,,,,,,,,,,2691.758
,,,,,,,,,,,,,2591.714
,,,,,,,,,,,,,2569.448
,,,,,,,,,,,,,2495.515
,,,,,,,,,,,,,2401.128
,,,,,,,,,,,,,2314.837
,,,,,,,,,,,,,2252.182
,,,,,,,,,,,,,2206.65
,,,,,,,,,,,,,2158.006
,,,,,,,,,,,,,2099.087
,,,,,,,,,,,,,2020.13
,,,,,,,,,,,,,1917.546
,,,,,,,,,,,,,1862.01
,,,,,,,,,,,,,1849.257
,,,,,,,,,,,,,1831.803
,,,,,,,,,,,,,1798.435
,,,,,,,,,,,,,1867.548
,,,,,,,,,,,,,2979.797
,,,,,,,,,,,,,2246.394
,,,,,,,,,,,,,2452
,,,,,,,,,,,,,2542.177
,,,,,,,,,,,,,2566.117
,,,,,,,,,,,,,2690.167
,,,,,,,,,,,,,2795.403
,,,,,,,,,,,,,3090.398
,,,,,,,,,,,,,3681.182
,,,,,,,,,,,,,4831.556
,,,,,,,,,,,,,7302.985
,,,,,,,,,,,,,9275.948
,,,,,,,,,,,,,10258.12
,,,,,,,,,,,,,9523
,,,,,,,,,,,,,7251.15
,,,,,,,,,,,,,5944.887
,,,,,,,,,,,,,4912.303
,,,,,,,,,,,,,3900.606
,,,,,,,,,,,,,3418.675
,,,,,,,,,,,,,3044.719
,,,,,,,,,,,,,2867.11
,,,,,,,,,,,,,2643
,,,,,,,,,,,,,2453.271
,,,,,,,,,,,,,2432.344
,,,,,,,,,,,,,2830.652
,,,,,,,,,,,,,2810.831
,,,,,,,,,,,,,2932.965
,,,,,,,,,,,,,2820.247
,,,,,,,,,,,,,2541.37
,,,,,,,,,,,,,2361.636
,,,,,,,,,,,,,2273.498
,,,,,,,,,,,,,2155.853
,,,,,,,,,,,,,2042.134
,,,,,,,,,,,,,1910.909
,,,,,,,,,,,,,1837.305
,,,,,,,,,,,,,1805.069
,,,,,,,,,,,,,1762.636
,,,,,,,,,,,,,1718.29
,,,,,,,,,,,,,1797.688
,,,,,,,,,,,,,1748.623
,,,,,,,,,,,,,1663.961
,,,,,,,,,,,,,1514.578
,,,,,,,,,,,,,1400
,,,,,,,,,,,,,1454.45
,,,,,,,,,,,,,1480.156
,,,,,,,,,,,,,1416.617
,,,,,,,,,,,,,1368.885
,,,,,,,,,,,,,1317.823
,,,,,,,,,,,,,1264.043
,,,,,,,,,,,,,1231.799
,,,,,,,,,,,,,1164.045
,,,,,,,,,,,,,992.3225
,,,,,,,,,,,,,873.7619
,,,,,,,,,,,,,868.3182
,,,,,,,,,,,,,868.3182
,,,,,,,,,,,,,868.7273
,,,,,,,,,,,,,884.4545
,,,,,,,,,,,,,935.591
,,,,,,,,,,,,,941.8182
,,,,,,,,,,,,,1041.273
,,,,,,,,,,,,,1041.273
,,,,,,,,,,,,,941.8182
,,,,,,,,,,,,,1466.238
,,,,,,,,,,,,,2633.688
,,,,,,,,,,,,,2791.926
,,,,,,,,,,,,,2422.879
,,,,,,,,,,,,,2151.545
,,,,,,,,,,,,,1841
,,,,,,,,,,,,,1689.69
,,,,,,,,,,,,,1613.818
,,,,,,,,,,,,,1476.537
,,,,,,,,,,,,,1392.792
,,,,,,,,,,,,,1379.377
,,,,,,,,,,,,,1362.794
,,,,,,,,,,,,,1335.009
,,,,,,,,,,,,,1302.095
,,,,,,,,,,,,,1272
,,,,,,,,,,,,,1222.368
,,,,,,,,,,,,,1138.727
,,,,,,,,,,,,,1111.745
,,,,,,,,,,,,,1057.771
,,,,,,,,,,,,,1003.123
,,,,,,,,,,,,,943.158
,,,,,,,,,,,,,971.355
,,,,,,,,,,,,,1101.929
,,,,,,,,,,,,,1057.792
,,,,,,,,,,,,,1270.712
,,,,,,,,,,,,,1675.883
,,,,,,,,,,,,,1421.571
,,,,,,,,,,,,,1387.208
,,,,,,,,,,,,,1378.719
,,,,,,,,,,,,,1493
,,,,,,,,,,,,,1729.234
,,,,,,,,,,,,,1817.965
,,,,,,,,,,,,,1743.773
,,,,,,,,,,,,,1493
,,,,,,,,,,,,,1285.511
,,,,,,,,,,,,,1157.814
,,,,,,,,,,,,,1147.545
,,,,,,,,,,,,,1147.494
,,,,,,,,,,,,,1196.76
,,,,,,,,,,,,,1126.442
,,,,,,,,,,,,,1055.03
,,,,,,,,,,,,,949.9004
,,,,,,,,,,,,,896
,,,,,,,,,,,,,887.9264
,,,,,,,,,,,,,850.4805
,,,,,,,,,,,,,886.4394
,,,,,,,,,,,,,1078
,,,,,,,,,,,,,1345.377
,,,,,,,,,,,,,1892.165
,,,,,,,,,,,,,1841.905
,,,,,,,,,,,,,1641.617
,,,,,,,,,,,,,1536.442
,,,,,,,,,,,,,1393.584
,,,,,,,,,,,,,1548.13
,,,,,,,,,,,,,1263.686
,,,,,,,,,,,,,1198.729
,,,,,,,,,,,,,1153.764
,,,,,,,,,,,,,1106.58
,,,,,,,,,,,,,1090.416
,,,,,,,,,,,,,1084.091
,,,,,,,,,,,,,1071.487
,,,,,,,,,,,,,1058.539
,,,,,,,,,,,,,1013.872
,,,,,,,,,,,,,1000.649
,,,,,,,,,,,,,1107
,,,,,,,,,,,,,1108.667
,,,,,,,,,,,,,1117.325
,,,,,,,,,,,,,1151.58
,,,,,,,,,,,,,1137.071
,,,,,,,,,,,,,1143.909
,,,,,,,,,,,,,1145
,,,,,,,,,,,,,1169.377
,,,,,,,,,,,,,1121.481
,,,,,,,,,,,,,1097.848
,,,,,,,,,,,,,1025.762
,,,,,,,,,,,,,1047.489
,,,,,,,,,,,,,1023.182
,,,,,,,,,,,,,973.4675
,,,,,,,,,,,,,949.5584
,,,,,,,,,,,,,892.9502
,,,,,,,,,,,,,873.9632
,,,,,,,,,,,,,860.9394
,,,,,,,,,,,,,858.8961
,,,,,,,,,,,,,921.2727
,,,,,,,,,,,,,874.9675
,,,,,,,,,,,,,858.9134
,,,,,,,,,,,,,807.9913
,,,,,,,,,,,,,695.7783
,,,,,,,,,,,,,663.8923
,,,,,,,,,,,,,639.541
,,,,,,,,,,,,,862.9524
,,,,,,,,,,,,,844
,,,,,,,,,,,,,862.948
,,,,,,,,,,,,,854.9848
,,,,,,,,,,,,,854.9848
,,,,,,,,,,,,,853.9545
,,,,,,,,,,,,,850.9654
,,,,,,,,,,,,,861.8182
,,,,,,,,,,,,,1005
,,,,,,,,,,,,,1132.675
,,,,,,,,,,,,,1182.351
,,,,,,,,,,,,,1199.829
,,,,,,,,,,,,,1326.58
,,,,,,,,,,,,,1498.773
,,,,,,,,,,,,,3416.361
,,,,,,,,,,,,,9472.97
,,,,,,,,,,,,,20273.33
,,,,,,,,,,,,,20444.69
,,,,,,,,,,,,,17526.83
,,,,,,,,,,,,,11982.45
,,,,,,,,,,,,,8676.584
,,,,,,,,,,,,,6876.831
,,,,,,,,,,,,,5438.98
,,,,,,,,,,,,,4207.182
,,,,,,,,,,,,,3533.918
,,,,,,,,,,,,,3526.162
,,,,,,,,,,,,,3447.978
,,,,,,,,,,,,,3363.571
,,,,,,,,,,,,,3592.74
,,,,,,,,,,,,,3593.316
,,,,,,,,,,,,,3570.76
,,,,,,,,,,,,,3534.147
,,,,,,,,,,,,,3534.173
,,,,,,,,,,,,,3480.671
,,,,,,,,,,,,,3318.255
,,,,,,,,,,,,,3266.307
,,,,,,,,,,,,,2876.429
,,,,,,,,,,,,,2667.792
,,,,,,,,,,,,,2570.567
,,,,,,,,,,,,,2780.095
,,,,,,,,,,,,,3074.078
,,,,,,,,,,,,,3256.879
,,,,,,,,,,,,,3235.866
,,,,,,,,,,,,,3106.745
,,,,,,,,,,,,,2876.284
,,,,,,,,,,,,,2297.247
,,,,,,,,,,,,,1853.442
,,,,,,,,,,,,,1775.649
,,,,,,,,,,,,,1778.357
,,,,,,,,,,,,,1766.162
,,,,,,,,,,,,,1808.359
,,,,,,,,,,,,,2058.418
,,,,,,,,,,,,,2783.195
,,,,,,,,,,,,,2783.039
,,,,,,,,,,,,,2309.468
,,,,,,,,,,,,,1823.948
,,,,,,,,,,,,,1605.273
,,,,,,,,,,,,,1479.338
,,,,,,,,,,,,,1479.369
,,,,,,,,,,,,,1557.163
,,,,,,,,,,,,,1549.867
,,,,,,,,,,,,,1875.823
,,,,,,,,,,,,,2042.514
,,,,,,,,,,,,,2222.298
,,,,,,,,,,,,,2618.262
,,,,,,,,,,,,,2882.914
,,,,,,,,,,,,,2992.318
,,,,,,,,,,,,,3129.726
,,,,,,,,,,,,,3344.153
,,,,,,,,,,,,,3462
,,,,,,,,,,,,,3487.636
,,,,,,,,,,,,,3439.614
,,,,,,,,,,,,,3290.745
,,,,,,,,,,,,,3076.155
,,,,,,,,,,,,,3013.789
,,,,,,,,,,,,,4968.288
,,,,,,,,,,,,,23893.02
,,,,,,,,,,,,,54984.63
,,,,,,,,,,,,,60320.35
,,,,,,,,,,,,,49823.33
,,,,,,,,,,,,,23838.16
,,,,,,,,,,,,,17049.58
,,,,,,,,,,,,,12510.22
,,,,,,,,,,,,,15724.27
,,,,,,,,,,,,,15578.67
,,,,,,,,,,,,,12253.05
,,,,,,,,,,,,,11199.27
,,,,,,,,,,,,,10261.75
,,,,,,,,,,,,,8811.866
,,,,,,,,,,,,,8121.294
,,,,,,,,,,,,,9108.792
,,,,,,,,,,,,,14425.74
,,,,,,,,,,,,,18025.19
,,,,,,,,,,,,,19062.36
,,,,,,,,,,,,,18281.99
,,,,,,,,,,,,,25835.71
,,,,,,,,,,,,,39304.58
,,,,,,,,,,,,,52634.56
,,,,,,,,,,,,,66208.6
,,,,,,,,,,,,,49665.74
,,,,,,,,,,,,,39085.21
,,,,,,,,,,,,,26104.46
,,,,,,,,,,,,,22535.08
,,,,,,,,,,,,,52466.73
,,,,,,,,,,,,,95603.32
,,,,,,,,,,,,,112615.9
,,,,,,,,,,,,,84131.9
,,,,,,,,,,,,,53618.09
,,,,,,,,,,,,,28280.9
,,,,,,,,,,,,,19382.86
,,,,,,,,,,,,,15397.19
,,,,,,,,,,,,,14900.84
,,,,,,,,,,,,,15148.35
,,,,,,,,,,,,,15043.01
,,,,,,,,,,,,,13932.88
,,,,,,,,,,,,,12185.42
,,,,,,,,,,,,,12370.03
,,,,,,,,,,,,,15661.29
,,,,,,,,,,,,,17666.21
,,,,,,,,,,,,,18980.08
,,,,,,,,,,,,,17246.18
,,,,,,,,,,,,,15854.42
,,,,,,,,,,,,,16289.81
,,,,,,,,,,,,,23871.95
,,,,,,,,,,,,,33639.38
,,,,,,,,,,,,,32662.69
,,,,,,,,,,,,,22804.78
,,,,,,,,,,,,,17227.64
,,,,,,,,,,,,,15377.93
,,,,,,,,,,,,,14049.73
,,,,,,,,,,,,,13388.56
,,,,,,,,,,,,,13135.18
,,,,,,,,,,,,,12416.09
,,,,,,,,,,,,,11681.65
,,,,,,,,,,,,,11487.3
,,,,,,,,,,,,,13133.21
,,,,,,,,,,,,,16472.56
,,,,,,,,,,,,,18961
,,,,,,,,,,,,,19479.72
,,,,,,,,,,,,,17784.32
,,,,,,,,,,,,,15428.33
,,,,,,,,,,,,,14293.87
,,,,,,,,,,,,,13189.08
,,,,,,,,,,,,,11780.1
,,,,,,,,,,,,,11159.01
,,,,,,,,,,,,,14494.56
,,,,,,,,,,,,,18985.15
,,,,,,,,,,,,,32431.86
,,,,,,,,,,,,,54561.68
,,,,,,,,,,,,,58355.76
,,,,,,,,,,,,,48624.35
,,,,,,,,,,,,,32444.64
,,,,,,,,,,,,,23800.13
,,,,,,,,,,,,,18971.3
,,,,,,,,,,,,,15858.44
,,,,,,,,,,,,,13080.23
,,,,,,,,,,,,,12004.62
,,,,,,,,,,,,,10892.57
,,,,,,,,,,,,,10051.65
,,,,,,,,,,,,,10892.56
,,,,,,,,,,,,,11558.46
,,,,,,,,,,,,,11044.32
,,,,,,,,,,,,,9894.429
,,,,,,,,,,,,,9613.853
,,,,,,,,,,,,,9264.13
,,,,,,,,,,,,,8832.152
,,,,,,,,,,,,,9612.143
,,,,,,,,,,,,,11705.4
,,,,,,,,,,,,,13278.55
,,,,,,,,,,,,,13418.59
,,,,,,,,,,,,,14002.23
,,,,,,,,,,,,,13083.97
,,,,,,,,,,,,,11824.07
,,,,,,,,,,,,,10753.27
,,,,,,,,,,,,,9805.286
,,,,,,,,,,,,,9007.394
,,,,,,,,,,,,,8512.597
,,,,,,,,,,,,,9690.749
,,,,,,,,,,,,,13639.31
,,,,,,,,,,,,,18371.51
,,,,,,,,,,,,,21019.93
,,,,,,,,,,,,,18574.99
,,,,,,,,,,,,,16218.11
,,,,,,,,,,,,,13496.66
,,,,,,,,,,,,,11159.33
,,,,,,,,,,,,,9742.026
,,,,,,,,,,,,,9364.937
,,,,,,,,,,,,,9133.41
,,,,,,,,,,,,,9287.468
,,,,,,,,,,,,,9364.732
,,,,,,,,,,,,,9408.104
,,,,,,,,,,,,,10347.96
,,,,,,,,,,,,,11019.67
,,,,,,,,,,,,,11563.47
,,,,,,,,,,,,,14636.21
,,,,,,,,,,,,,20077.29
,,,,,,,,,,,,,27307.18
,,,,,,,,,,,,,26555.89
,,,,,,,,,,,,,22912.71
,,,,,,,,,,,,,19182.86
,,,,,,,,,,,,,17693.19
,,,,,,,,,,,,,15646.27
,,,,,,,,,,,,,13346.67
,,,,,,,,,,,,,12081.58
,,,,,,,,,,,,,10830.42
,,,,,,,,,,,,,9961.922
,,,,,,,,,,,,,9277.667
,,,,,,,,,,,,,8417.818
,,,,,,,,,,,,,7825.578
,,,,,,,,,,,,,7275.861
,,,,,,,,,,,,,6690.177
,,,,,,,,,,,,,6306.39
,,,,,,,,,,,,,5778.779
,,,,,,,,,,,,,5502.968
,,,,,,,,,,,,,5296.576
,,,,,,,,,,,,,5141.19
,,,,,,,,,,,,,4901.532
,,,,,,,,,,,,,4671.571
,,,,,,,,,,,,,4400.262
,,,,,,,,,,,,,4365.548
,,,,,,,,,,,,,4259.775
,,,,,,,,,,,,,4148.351
,,,,,,,,,,,,,3916.351
,,,,,,,,,,,,,3767
,,,,,,,,,,,,,3700.299
,,,,,,,,,,,,,3544.429
,,,,,,,,,,,,,3447.68
,,,,,,,,,,,,,3304.721
,,,,,,,,,,,,,3284.139
,,,,,,,,,,,,,3127.866
,,,,,,,,,,,,,3454.333
,,,,,,,,,,,,,3769.684
,,,,,,,,,,,,,4657.442
,,,,,,,,,,,,,5185.909
,,,,,,,,,,,,,5111.056
,,,,,,,,,,,,,5478.97
,,,,,,,,,,,,,6561.823
,,,,,,,,,,,,,7387.19
,,,,,,,,,,,,,7913.11
,,,,,,,,,,,,,8062.545
,,,,,,,,,,,,,7646.64
,,,,,,,,,,,,,7392.195
,,,,,,,,,,,,,7561.571
,,,,,,,,,,,,,7387.167
,,,,,,,,,,,,,7057.491
,,,,,,,,,,,,,6823.487
,,,,,,,,,,,,,6256.058
,,,,,,,,,,,,,5183.532
,,,,,,,,,,,,,4763.961
,,,,,,,,,,,,,4199.758
,,,,,,,,,,,,,4163.801
,,,,,,,,,,,,,4727.548
,,,,,,,,,,,,,4904.602
,,,,,,,,,,,,,4904.437
,,,,,,,,,,,,,4546.81
,,,,,,,,,,,,,3987.481
,,,,,,,,,,,,,3708.578
,,,,,,,,,,,,,3641.628
,,,,,,,,,,,,,3361.749
,,,,,,,,,,,,,3168
,,,,,,,,,,,,,2892.357
,,,,,,,,,,,,,2786.273
,,,,,,,,,,,,,2695.723
,,,,,,,,,,,,,2569.513
,,,,,,,,,,,,,2383.147
,,,,,,,,,,,,,2237.123
,,,,,,,,,,,,,2066.494
,,,,,,,,,,,,,1902.652
