sim_day,date,year,month,day,jrr,savage,lsen,occ,pat,por_nat,below_por,lfalls_nat
36,2038-11-05,2038,11,5,34,3,1,38,5,421,68,498
37,2038-11-06,2038,11,6,34,3,1,34,5,421,69,494
38,2038-11-07,2038,11,7,32,3,1,32,5,424,68,489
39,2038-11-08,2038,11,8,32,3,1,22,5,420,68,481
40,2038-11-09,2038,11,9,30,3,1,19,5,411,68,478
41,2038-11-10,2038,11,10,30,3,1,19,6,404,69,476
42,2038-11-11,2038,11,11,28,3,6,38,19,428,128,571
43,2038-11-12,2038,11,12,30,3,4,36,12,443,134,557
44,2038-11-13,2038,11,13,30,3,3,33,10,442,133,539
45,2038-11-14,2038,11,14,28,3,3,31,10,440,132,517
46,2038-11-15,2038,11,15,28,3,3,27,10,439,130,508
47,2038-11-16,2038,11,16,28,3,1,22,10,434,128,500
48,2038-11-17,2038,11,17,28,3,1,19,10,427,88,494
49,2038-11-18,2038,11,18,28,3,1,18,7,426,86,489
50,2038-11-19,2038,11,19,26,3,1,18,7,429,85,481
51,2038-11-20,2038,11,20,26,3,1,17,7,434,82,480
52,2038-11-21,2038,11,21,14,0,1,18,7,441,75,477
53,2038-11-22,2038,11,22,13,0,1,18,7,439,73,480
54,2038-11-23,2038,11,23,13,0,1,17,7,444,70,484
55,2038-11-24,2038,11,24,11,0,1,17,7,446,67,486
56,2038-11-25,2038,11,25,10,0,1,17,7,443,65,485
57,2038-11-26,2038,11,26,11,0,6,19,24,450,136,663
58,2038-11-27,2038,11,27,24,0,4,27,22,470,151,600
59,2038-11-28,2038,11,28,28,3,3,24,10,476,151,569
60,2038-11-29,2038,11,29,23,3,3,22,10,471,151,540
61,2038-11-30,2038,11,30,21,3,3,21,9,462,151,529
62,2038-12-01,2038,12,1,19,1,1,19,9,443,151,525
63,2038-12-02,2038,12,2,16,1,1,19,8,424,135,501
64,2038-12-03,2038,12,3,13,1,1,19,9,405,135,484
65,2038-12-04,2038,12,4,11,0,1,16,5,384,57,463
66,2038-12-05,2038,12,5,9,0,1,16,5,371,53,437
67,2038-12-06,2038,12,6,9,0,1,16,5,362,48,406
68,2038-12-07,2038,12,7,8,0,1,16,5,355,47,386
69,2038-12-08,2038,12,8,10,0,3,16,5,351,49,402
70,2038-12-09,2038,12,9,56,3,14,92,33,440,161,1074
71,2038-12-10,2038,12,10,71,3,4,51,24,507,157,629
72,2038-12-11,2038,12,11,69,4,3,31,10,535,150,555
73,2038-12-12,2038,12,12,66,3,3,26,10,541,149,524
74,2038-12-13,2038,12,13,60,3,5,47,25,516,149,643
75,2038-12-14,2038,12,14,53,3,4,47,24,486,149,695
