date_time,gw_va_shen,p_va_shen,sw_va_shen,r_va_shen,gw_va_nova,p_va_nova,sw_va_nova,r_va_nova,gw_md_cent,p_md_cent,sw_md_cent,r_md_cent,gw_md_west,p_md_west,sw_md_west,r_md_west,region_md_cent,region_md_west
2038-11-04,1,3,3,2,1,3,3,2,2,2,2,2,2,2,2,2,3,2
2038-11-05,1,3,3,2,1,3,3,2,2,2,2,2,2,2,2,2,3,2
2038-11-06,1,3,3,2,1,3,3,2,2,2,2,2,2,2,2,2,3,2
2038-11-07,1,3,3,2,1,3,3,2,2,2,2,2,2,2,3,2,3,3
2038-11-08,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-09,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-10,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-11,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-12,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-13,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-14,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-15,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-16,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-17,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-18,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-19,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-20,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-21,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-22,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-23,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-24,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-25,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-11-26,1,3,3,2,1,3,1,2,2,2,3,2,2,2,3,2,3,3
2038-11-27,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-11-28,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-11-29,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-11-30,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-12-01,1,3,3,2,1,3,1,2,2,2,3,2,2,2,3,2,3,3
2038-12-02,1,3,3,2,1,3,1,2,2,2,3,2,2,2,3,2,3,3
2038-12-03,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-04,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-05,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-06,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-07,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-08,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-09,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-12-10,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-12-11,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-12-12,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-12-13,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-12-14,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-12-15,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2038-12-16,1,3,3,2,2,3,1,2,2,2,3,2,2,2,3,2,3,3
2038-12-17,1,3,3,2,2,3,1,2,2,2,3,2,2,2,3,2,3,3
2038-12-18,1,3,3,2,2,3,1,2,2,2,3,2,2,2,3,2,3,3
2038-12-19,1,3,3,2,2,3,1,2,2,2,3,2,2,2,3,2,3,3
2038-12-20,1,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-21,1,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-22,1,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-23,1,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-24,1,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-25,1,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-26,1,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-27,1,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-28,1,3,3,2,1,3,3,2,2,2,3,2,2,2,3,2,3,3
2038-12-29,1,3,3,2,1,3,2,2,2,2,3,2,2,2,3,2,3,3
2038-12-30,1,3,3,2,1,3,2,2,2,2,3,2,2,2,3,2,3,3
2038-12-31,1,3,3,2,1,3,1,2,2,2,3,2,2,2,3,2,3,3
2039-01-01,2,3,3,2,1,3,1,2,2,2,3,2,2,2,3,2,3,3
2039-01-02,2,3,3,2,1,3,1,2,2,2,3,2,2,2,3,2,3,3
2039-01-03,2,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-04,2,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-05,2,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-06,2,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-07,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-08,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-09,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-10,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-11,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-12,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-13,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-14,1,3,3,2,1,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-15,1,3,3,2,1,2,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-16,1,3,2,2,0,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-17,1,3,2,2,0,3,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-18,1,3,2,2,0,2,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-19,1,2,1,2,0,2,0,2,2,2,3,2,2,2,3,2,3,3
2039-01-20,1,2,1,2,0,2,0,2,2,2,3,2,2,2,2,2,3,2
2039-01-21,1,2,1,2,0,2,0,2,2,2,2,2,2,2,1,2,2,1
2039-01-22,1,2,0,2,0,2,0,2,2,2,2,2,2,2,1,2,2,1
2039-01-23,1,2,0,2,0,1,0,2,2,2,2,2,2,2,1,2,2,1
2039-01-24,1,1,0,2,0,1,0,2,2,2,2,2,2,2,1,2,2,1
2039-01-25,1,1,0,2,0,0,0,2,2,2,2,2,2,2,0,2,2,1
2039-01-26,1,1,0,2,0,0,0,2,2,2,0,2,2,2,0,2,1,1
2039-01-27,1,1,0,2,0,0,0,2,2,2,0,2,2,2,0,2,1,1
2039-01-28,1,1,0,2,0,1,0,2,2,2,0,2,2,2,0,2,1,1
2039-01-29,1,1,0,2,0,1,0,2,2,2,0,2,2,2,0,2,1,1
2039-01-30,1,1,0,2,0,1,0,2,2,2,0,2,2,2,0,2,1,1
2039-01-31,1,1,0,2,0,1,0,2,2,2,0,2,2,2,0,2,1,1
2039-02-01,0,1,0,2,0,1,1,2,2,2,0,2,2,2,0,2,1,1
2039-02-02,0,1,0,2,0,0,0,2,2,2,0,2,2,2,0,2,1,1
2039-02-03,0,1,0,2,0,0,0,2,2,2,0,2,2,2,0,2,1,1
2039-02-04,0,1,0,2,0,1,0,2,2,2,0,2,2,2,0,2,1,1
2039-02-05,0,1,0,2,0,1,0,2,2,2,0,2,2,2,0,2,1,1
2039-02-06,0,1,1,2,0,1,0,2,2,2,0,2,2,2,0,2,1,1
2039-02-07,0,1,1,2,0,1,0,2,2,2,0,2,2,2,0,2,1,1
2039-02-08,0,1,1,2,0,1,0,2,2,2,0,2,2,2,0,2,1,1
2039-02-09,0,1,1,2,0,1,2,2,2,2,0,2,2,2,0,2,1,1
2039-02-10,0,1,1,2,0,1,2,2,2,2,0,2,2,2,0,2,1,1
2039-02-11,0,1,1,2,0,1,3,2,2,2,0,2,2,2,0,2,1,1
2039-02-12,0,2,1,2,0,1,3,2,2,2,0,2,2,2,0,2,1,1
2039-02-13,0,2,1,2,0,1,2,2,2,2,0,2,2,2,0,2,1,1
2039-02-14,0,2,1,2,0,1,2,2,2,2,0,2,2,2,0,2,1,1
2039-02-15,0,2,1,1,0,1,2,1,1,1,0,1,1,1,0,1,1,1
2039-02-16,0,2,2,1,0,1,2,1,1,1,0,1,1,1,0,1,1,1
2039-02-17,0,2,2,1,0,1,2,1,1,1,0,1,1,1,0,1,1,1
2039-02-18,0,1,2,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1
2039-02-19,0,1,2,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1
2039-02-20,0,1,2,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
2039-02-21,0,1,2,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
2039-02-22,0,1,2,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
2039-02-23,0,2,2,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
2039-02-24,0,2,2,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
2039-02-25,0,2,2,1,0,1,2,1,1,1,1,1,1,1,0,1,1,0
2039-02-26,0,2,2,1,0,1,2,1,1,1,1,1,1,1,0,1,0,0
2039-02-27,0,2,2,1,0,1,2,1,1,1,1,1,1,1,0,1,0,0
2039-02-28,0,2,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
2039-03-01,0,2,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2039-03-02,0,2,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2039-03-03,0,2,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2039-03-04,0,1,3,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-05,0,1,2,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-06,0,2,2,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-07,0,2,2,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-08,0,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2039-03-09,0,2,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
2039-03-10,0,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
2039-03-11,0,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
2039-03-12,0,1,2,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-13,0,1,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
2039-03-14,0,1,2,1,0,0,0,1,1,1,2,1,1,1,1,1,1,0
2039-03-15,0,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,1,0
2039-03-16,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-17,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-18,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,1,1,0
2039-03-19,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-20,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-21,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-22,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-23,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-24,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-25,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-26,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-27,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-28,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-03-29,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
2039-03-30,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
2039-03-31,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
2039-04-01,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
2039-04-02,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
2039-04-03,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
2039-04-04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
2039-04-05,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
2039-04-06,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
2039-04-07,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
2039-04-08,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
2039-04-09,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
2039-04-10,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
2039-04-11,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
2039-04-12,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
2039-04-13,1,1,3,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
2039-04-14,1,1,3,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0
2039-04-15,1,1,3,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0
2039-04-16,1,1,3,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0
2039-04-17,1,1,3,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0
2039-04-18,1,1,3,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0
2039-04-19,1,1,3,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0
2039-04-20,1,1,3,1,1,0,2,1,1,1,0,1,1,1,0,1,0,0
2039-04-21,1,1,3,1,1,0,2,1,1,1,0,1,1,1,0,1,0,0
2039-04-22,1,1,3,1,1,0,2,1,1,1,0,1,1,1,0,1,0,0
2039-04-23,1,1,3,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0
2039-04-24,1,1,3,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0
2039-04-25,1,1,3,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0
2039-04-26,1,1,3,1,2,0,1,1,1,1,0,1,1,1,0,1,0,0
2039-04-27,1,2,3,1,2,0,1,1,1,1,0,1,1,1,0,1,0,0
2039-04-28,1,2,3,1,2,0,1,1,1,1,0,1,1,1,0,1,0,0
2039-04-29,1,2,3,1,2,1,1,1,1,1,0,1,1,1,0,1,0,0
2039-04-30,1,2,3,1,2,1,2,1,1,1,0,1,1,1,0,1,0,0
2039-05-01,3,2,3,1,3,1,2,1,1,1,0,1,1,1,0,1,1,0
2039-05-02,3,2,3,1,3,1,3,1,1,1,0,1,1,1,0,1,1,0
2039-05-03,3,2,3,1,3,1,3,1,1,1,0,1,1,1,0,1,1,0
2039-05-04,3,2,3,1,3,1,3,1,1,1,0,1,1,1,0,1,1,0
2039-05-05,3,2,3,1,3,1,3,1,1,1,0,1,1,1,0,1,1,1
2039-05-06,3,2,3,1,3,1,3,1,1,1,0,1,1,1,0,1,1,1
2039-05-07,3,2,3,1,3,1,3,1,1,1,0,1,1,1,0,1,1,1
2039-05-08,3,2,3,1,3,1,2,1,1,1,0,1,1,1,0,1,1,1
2039-05-09,3,2,3,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1
2039-05-10,3,2,3,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1
2039-05-11,3,2,3,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1
2039-05-12,3,2,3,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1
2039-05-13,3,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
2039-05-14,3,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
2039-05-15,3,2,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1
2039-05-16,3,2,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1
2039-05-17,3,2,3,1,3,1,3,1,1,1,2,1,1,1,1,1,1,1
2039-05-18,3,2,3,1,3,1,3,1,1,1,2,1,1,1,1,1,1,1
2039-05-19,3,2,3,1,3,1,3,1,1,1,2,1,1,1,1,1,1,1
2039-05-20,3,2,3,1,3,1,3,1,1,1,2,1,1,1,1,1,1,1
2039-05-21,3,2,3,1,3,1,3,1,1,1,2,1,1,1,1,1,1,1
2039-05-22,3,2,3,1,3,1,3,1,1,1,2,1,1,1,1,1,1,1
2039-05-23,3,2,3,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1
2039-05-24,3,2,3,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1
2039-05-25,3,2,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1
2039-05-26,3,2,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1
2039-05-27,3,2,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1
2039-05-28,3,2,3,1,3,1,1,1,1,1,3,1,1,1,2,1,1,1
2039-05-29,3,2,3,1,3,1,1,1,1,1,3,1,1,1,2,1,1,1
2039-05-30,3,2,3,1,3,1,3,1,1,1,3,1,1,1,2,1,1,1
2039-05-31,3,2,3,1,3,1,3,1,1,1,3,1,1,1,3,1,1,1
2039-06-01,3,2,3,1,3,1,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-02,3,2,3,1,3,1,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-03,3,2,3,1,3,1,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-04,3,2,3,1,3,1,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-05,3,2,3,1,3,1,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-06,3,2,3,1,3,2,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-07,3,2,3,1,3,2,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-08,3,2,3,1,3,2,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-09,3,2,3,1,3,2,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-10,3,2,3,1,3,2,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-11,3,2,3,1,3,2,3,1,1,1,3,1,1,1,3,1,2,1
2039-06-12,3,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,1
2039-06-13,3,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,1
2039-06-14,3,2,3,2,3,2,1,2,2,2,3,2,2,2,3,2,2,1
2039-06-15,3,2,3,2,3,2,0,2,2,2,3,2,2,2,3,2,2,1
2039-06-16,3,2,3,2,3,2,0,2,2,2,3,2,2,2,3,2,2,1
2039-06-17,3,2,3,2,3,2,0,2,2,2,3,2,2,2,3,2,2,1
2039-06-18,3,2,3,2,3,2,0,2,2,2,3,2,2,2,3,2,2,1
2039-06-19,3,2,3,2,3,2,0,2,2,2,3,2,2,2,3,2,2,1
2039-06-20,3,2,3,2,3,2,0,2,2,2,3,2,2,2,3,2,2,1
2039-06-21,3,2,3,2,3,1,0,2,2,2,3,2,2,2,3,2,2,1
2039-06-22,3,2,3,2,3,1,0,2,2,2,3,2,2,2,3,2,2,1
2039-06-23,3,2,3,2,3,2,0,2,2,2,3,2,2,2,3,2,3,1
2039-06-24,3,2,3,2,3,2,0,2,2,2,3,2,2,2,3,2,3,1
2039-06-25,3,2,3,2,3,2,0,2,2,2,3,2,2,2,3,2,3,1
2039-06-26,3,2,3,2,3,2,0,2,2,2,3,2,2,2,3,2,3,1
2039-06-27,3,2,3,2,3,2,2,2,2,2,3,2,2,2,3,2,3,1
2039-06-28,3,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,2
2039-06-29,3,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,2
2039-06-30,3,3,3,2,3,2,1,2,2,2,3,2,2,2,3,2,3,2
2039-07-01,3,3,3,2,3,2,0,2,2,2,3,2,2,2,3,2,3,3
2039-07-02,3,3,3,2,3,2,0,2,2,2,3,2,2,2,3,2,3,3
2039-07-03,3,3,3,2,3,2,0,2,2,2,3,2,2,2,3,2,3,3
2039-07-04,3,3,3,2,3,2,0,2,2,2,3,2,2,2,3,2,3,3
2039-07-05,3,3,3,2,3,2,0,2,2,2,3,2,2,2,3,2,3,3
2039-07-06,3,3,3,2,3,2,0,2,2,2,3,2,2,2,3,2,3,3
2039-07-07,3,3,3,2,3,2,1,2,2,2,3,2,2,2,3,2,3,3
2039-07-08,3,3,3,2,3,2,1,2,2,2,3,2,2,2,3,2,3,3
2039-07-09,3,3,3,2,3,2,2,2,2,2,3,2,2,2,3,2,3,3
2039-07-10,3,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3
2039-07-11,3,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3
2039-07-12,3,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3
2039-07-13,3,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3
2039-07-14,3,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3
2039-07-15,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-16,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-17,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-18,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-19,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-20,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-21,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-22,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-23,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-24,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-25,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-07-26,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,3
2039-07-27,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,3
2039-07-28,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,3
2039-07-29,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,3
2039-07-30,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,3
2039-07-31,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,3
2039-08-01,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,3
2039-08-02,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-03,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-04,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-05,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-06,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-07,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-08,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-09,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-10,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-11,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-12,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-13,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
2039-08-14,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,3
2039-08-15,3,3,3,2,3,2,1,3,2,2,3,3,2,2,3,2,3,3
2039-08-16,3,3,3,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-17,3,3,3,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-18,3,3,3,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-19,3,3,3,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-20,3,2,3,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-21,3,2,3,2,3,2,1,3,2,2,3,3,2,2,3,2,3,3
2039-08-22,3,2,3,2,3,2,1,3,2,2,3,3,2,2,3,2,3,3
2039-08-23,3,2,3,2,3,2,1,3,2,2,3,3,2,2,3,2,3,3
2039-08-24,3,2,3,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-25,3,2,3,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-26,3,2,3,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-27,3,2,2,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-28,3,2,2,2,3,1,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-29,3,2,2,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-30,3,2,2,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-08-31,3,2,2,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-09-01,1,2,2,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-09-02,1,2,2,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-09-03,1,2,2,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-09-04,1,2,3,2,3,2,0,3,2,2,3,3,2,2,3,2,3,3
2039-09-05,1,2,3,2,3,1,0,3,2,2,3,3,2,2,3,2,3,3
2039-09-06,1,2,1,2,3,1,0,3,2,2,2,3,2,2,3,2,2,3
2039-09-07,1,2,0,2,2,1,0,3,2,2,1,3,2,2,3,2,1,3
2039-09-08,1,2,0,2,2,1,0,3,2,2,1,3,2,2,3,2,1,3
2039-09-09,1,2,0,2,1,1,0,3,2,2,1,3,2,2,3,2,1,3
2039-09-10,1,2,0,2,1,1,0,3,2,2,1,3,2,2,3,2,1,3
2039-09-11,1,2,0,2,1,1,0,3,2,2,1,3,2,2,3,2,1,3
2039-09-12,1,2,0,2,1,1,0,3,2,2,1,3,2,2,3,2,1,3
2039-09-13,1,2,0,2,0,1,0,3,2,2,1,3,2,2,2,2,1,2
2039-09-14,1,2,0,2,0,1,0,3,2,2,0,3,2,2,2,2,0,2
2039-09-15,1,2,0,2,0,1,0,3,2,2,0,3,2,2,2,2,0,2
2039-09-16,1,2,0,2,0,1,0,3,2,2,0,3,2,2,2,2,0,2
2039-09-17,1,2,0,2,0,1,0,3,2,2,0,3,2,2,2,2,0,2
2039-09-18,1,2,0,2,0,1,0,3,2,2,0,3,2,2,2,2,0,2
2039-09-19,1,2,0,2,0,1,0,3,2,2,0,3,2,2,1,2,0,1
2039-09-20,1,2,0,2,0,1,0,3,2,2,0,3,2,2,2,2,0,2
2039-09-21,1,1,0,2,0,1,0,3,2,2,0,3,2,2,1,2,0,1
